ID,title,authors,year,publisher,subject
2470,Killing the Imposter God,Donna Freitas;Jason E. King,2007,Pattloch,Literary Criticism
5537,The Organized Student,Donna Goldberg,2005,Bantam Books,Family & Relationships
243,A Whole Lotta Love,Donna Hill;Brenda Jackson;Monica Jackson;Francis Ray,2004,Little Brown &amp; Co,Fiction
4135,Suffer the Little Children,Donna Leon,2007,NTC/Contemporary Publishing Company,Fiction
5291,The Little Friend,Donna Tartt,2005,Touchstone,Brothers
4581,The Christmas Shoes,Donna VanLiere,2001,Pocket Books,Fiction
1271,Diary of a Spider,Doreen Cronin,2005,Warner Books,Juvenile Fiction
956,"Click, Clack, Moo",Doreen Cronin;Betsy Lewin,2003,Hyperion,Children's stories
4217,Team of Rivals,Doris Kearns Goodwin,2006,Tor Books,Biography & Autobiography
6784,Your Child's Self-esteem,Dorothy Corkille Briggs,1975,Delta,Family & Relationships
3528,Race of Scorpions,Dorothy Dunnett,1990,New Press,Fiction
3858,Shattered Bonds,Dorothy E. Roberts,2002,Del Rey Books,Political Science
6287,"Thrones, Dominations",Dorothy L. Sayers;Jill Paton Walsh,1999,Delta,Fiction
4616,The Collected Dorothy Parker,Dorothy Parker,2001,Random House Inc,Classical fiction
5621,The Poetry and Short Stories of Dorothy Parker,Dorothy Parker,1994,Mira,Poetry
5635,The Portable Dorothy Parker,Dorothy Parker,1976,Alfred A. Knopf,Literary Collections
6216,There's No Toilet Paper... on the Road Less Traveled,Doug Lansky,2005,Ballantine Books,Travel
2232,In Harm's Way,Doug Stanton,2003,Onyx Books,History
2438,Juiced,Doug Walsh,2005,St. Martin's Press,Games
4187,Tales Before Tolkien,Douglas A. Anderson,2005,Random House,Fiction
2071,Hitchhiker's Trilogy,Douglas Adams,2000,Pantheon Books,"Dent, Arthur (Fictitious character)"
2615,"Life, the Universe and Everything",Douglas Adams,1982,St. Martin's Press,Fiction
2662,Long Dark Tea-Time of the Soul,Douglas Adams,1990,Childrens Press,Fiction
2982,Mostly Harmless,Douglas Adams,2000,Touchstone,Fiction
5103,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1979,Zondervan Publishing Company,Fiction
5104,The Hitchhiker's Guide to the Galaxy,Douglas Adams,2002,Picador,"Dent, Arthur (Fictitious character)"
5105,The Hitchhiker's Guide to the Galaxy,Douglas Adams,2004,Chronicle Books,Fiction
5150,The Illustrated Hitchhiker's Guide to the Galaxy,Douglas Adams,1994,Zondervan Publishing Company,Science
5434,The More Than Complete Hitchhiker's Guide,Douglas Adams,1987,Health Communications,Fiction
6061,The Ultimate Hitchhiker's Guide,Douglas Adams,1996,Delta,Fiction
6062,The Ultimate Hitchhiker's Guide to the Galaxy,Douglas Adams,2002,Little Brown and Company,Fiction
6426,Two Complete Novels,Douglas Adams,1987,Fireside,"Detective and mystery stories, English."
4770,The Deeper Meaning of Liff,Douglas Adams;John Lloyd,2005,Hyperion,Humor
2324,Isis,Douglas Clegg,2006,Aladdin,Fiction
2919,Mischief,Douglas Clegg,2000,A. Mondadori,Fiction
3133,Nightmare House,Douglas Clegg,2004,Fawcett Books,Fiction
3503,Purity,Douglas Clegg,2000,Baker Pub Group,Fiction
4263,The Abandoned,Douglas Clegg,2005,Ballantine Books,Fiction
4354,The Attraction,Douglas Clegg,2006,Ballantine Books,Fiction
5060,The Halloween Man,Douglas Clegg,1998,Random House,Fiction
5122,The Hour Before Dark,Douglas Clegg,2003,Not Avail,Fiction
5494,The Nightmare Chronicles,Douglas Clegg,1999,Harvest Books,Fiction
327,All Families are Psychotic,Douglas Coupland,2002,HarperTorch,Dysfunctional families
1831,Girlfriend in a Coma,Douglas Coupland,1999,A. Mondadori,Fiction
2896,Microserfs,Douglas Coupland,2004,A. Mondadori,Computer programmers
2924,Miss Wyoming,Douglas Coupland,2004,Harpercollins,Actors
3854,Shampoo Planet,Douglas Coupland,2002,Herald Press (PA),Fiction
4240,Terry,Douglas Coupland,2005,Pocket,Biography & Autobiography
320,Algebra the Easy Way,Douglas Downing,2003,Garrett County Press,Mathematics
4482,The Book of the Dead,Douglas J. Preston;Lincoln Child,2006,Plume Books,Fiction
4091,Still Life with Crows,Douglas Preston;Lincoln Child,2004,New American Library,Fiction
3597,Reliquary,Douglas Preston;Preston Douglas;Lincoln Child,2005,Hampton Roads Publishing Company,Fiction
5417,The Mind's I,Douglas R. Hofstadter;Daniel Clement Dennett,1982,Vintage Books USA,Philosophy
1372,Dreaming in Pictures,Douglas Robert Nickel;Lewis Carroll;San Francisco Museum of Modern Art,2002,Routledge,Photography
1276,Difficult Conversations,Douglas Stone;Bruce Patton;Sheila Heen,2000,Gallimard,Psychology
5926,The Stones of Summer,Dow Mossman,2004,Tor Books,Fiction
1344,Doyle Brunson's Super System,Doyle Brunson,2002,Bantam,Games & Activities
2711,Love Smart,Dr. Phil McGraw,2005,A. Mondadori,Family & Relationships
1149,Daisy-head Mayzie,Dr. Seuss,1994,A. Mondadori,Juvenile Fiction
1348,Dr. Seuss's ABC,Dr. Seuss,1996,A. Mondadori,Juvenile Fiction
1949,Happy Birthday to You!,Dr. Seuss,1959,Dell,Juvenile Fiction
2173,I Can Read with Me Eyes Shut!,Dr. Seuss,2003,Ace Books,"Authors, American"
3206,Oh Say Can You Say?,Dr. Seuss,2004,Hodder &amp; Stoughton General Division,Children's stories
3207,"Oh, the Places You'll Go!",Dr. Seuss,2003,A. Mondadori,Adventure stories
4256,The 500 Hats of Bartholomew Cubbins,Dr. Seuss,1938,HarperAudio,Juvenile Fiction
4553,The Cat in the Hat,Dr. Seuss,1997,Pocket,Juvenile Fiction
5306,The Lorax,Dr. Seuss,1998,Puffin Books,Juvenile Fiction
2185,I Wish that I Had Duck Feet,Dr. Seuss;Barney Tobey,2004,Atlantic Monthly Press,Children's stories
1287,Dirty Jokes and Beer,Drew Carey,2000,A. Mondadori,Biography & Autobiography
1173,Darth Bane,Drew Karpyshyn,2006,McGraw-Hill/Irwin,Fiction
785,BSD Hacks,Dru Lavigne,2004,Warner Books,Computers
114,A History of Modern Psychology,Duane Schultz;Sydney Schultz,2007,Editions 10/18,Psychology
4824,The Dragon's Eye,Dugald Steer,2006,Vintage Books USA,Juvenile Fiction
1054,Confessions of a Teenage Drama Queen,Dyan Sheldon,2005,Random House Trade,Juvenile Fiction
1232,Deep and Meaningful Diaries from Planet Janet,Dyan Sheldon,2007,Ace Books,Juvenile Fiction
3038,My Perfect Life,Dyan Sheldon,2005,HarperTorch,Juvenile Fiction
3986,Sophie Pitt-Turnbull Discovers America,Dyan Sheldon,2007,Pantheon Books,Juvenile Fiction
6769,You Can Never Go Home Again,Dyan Sheldon,1995,Pearson Education,Divorce
882,Charlotte's Web (full color),E. B. White,2001,W.W. Norton &amp; Company,Juvenile Fiction
883,Charlotte's Web Signature Edition,E. B. White,2006,Plaza &amp; Janés,Juvenile Fiction
4316,The Annotated Charlotte's Web,E. B. White,2006,Riverhead Books,Juvenile Nonfiction
6037,The Trumpet of the Swan,E. B. White,2000,Vintage Books USA,Juvenile Fiction
3778,Selected Poems,E. E. Cummings,1994,Scholastic,Poetry
6409,Tulips and Chimneys,E. E. Cummings,1996,Scholastic,Poetry
3080,Nations and Nationalism Since 1780,E. J. Hobsbawm,1992,Signet Classics,History
5800,The Science of Sherlock Holmes,E. J. Wagner,2006,Fischer (Tb.),Law
946,City of God,E. L. Doctorow,2001,Roc,Fiction
3536,Ragtime,E. L. Doctorow,1975,Penguin Books,Fiction
3537,Ragtime,E. L. Doctorow,1975,Bantam,New York (State)
5379,The March,E. L. Doctorow,2006,W.W. Norton &amp; Company,Fiction
5459,The Myth of the Magus,E. M. Butler;Eliza Marian Butler,1993,Spectra Books,Religion
484,Aspects of the Novel,E. M. Forster,2004,A. Mondadori,English fiction
2149,Howards End,E. M. Forster,2002,A. Mondadori,Fiction
4860,The Enchanted Castle,E. Nesbit,2004,Everyman's Library,Juvenile Fiction
5691,The Railway Children,E. Nesbit,1995,Berkley Publishing Group,Fiction
6190,The Worm Ouroboros,E. R. Eddison;Keith Henderson,2006,Random House Inc,Fiction
6270,Three Graphic Novels,E.F. Bleiler,1966,Ballantine Books,Fiction
6099,The Voices of Morebath,Eamon Duffy,2003,Alfred A. Knopf,History
3414,Plants And Landscapes For Summer-dry Climates Of The San Francisco Bay Region,East Bay Municipal Utility District (Calif.),2004,Punto de Lectura,Gardening
1425,Echoes of the Soul,Echo Bodine,1999,Bantam,"Body, Mind & Spirit"
4234,Tending Lives,Echo Heron,1998,Dell Publishing Company,Medical
4983,The Gift,Echo L. Bodine,2003,Broadman &amp; Holman Publishers,"Body, Mind & Spirit"
5647,The Power of Now,Eckhart Tolle,2004,Vintage,"Body, Mind & Spirit"
1445,Eight Black Horses,Ed McBain,2003,Viking Books,Fiction
5230,The Last Dance,Ed McBain,2000,Signet Book,Fiction
5681,The Pusher,Ed McBain,2003,Delta,87th Precinct (Imaginary place)
944,City Eclogue,Ed Roberson,2006,McArthur &amp; Company,Social Science
24,18 Best Stories,Edgar Allan Poe,1965,Ace Books,Fiction
1041,Complete Poems,Edgar Allan Poe,1992,Putnam Pub Group,Poetry
1046,Complete Stories and Poems of Edgar Allan Poe,Edgar Allan Poe,1966,A. Mondadori,Fiction
1432,Edgar Allan Poe Complete Tales and Poems,Edgar Allan Poe,2009,Del Rey,Fiction
4872,The Essential Tales and Poems of Edgar Allan Poe,Edgar Allan Poe,2004,Three Rivers Press,Literary Collections
5443,The Murders in the Rue Morgue,Edgar Allan Poe,2006,Rutledge Hill Press,Fiction
3406,Pirates of Venus,Edgar Rice Burroughs,1934,Simon &amp; Schuster,Fiction
5326,The Lost Continent,Edgar Rice Burroughs,2008,NTC/Contemporary Publishing Company,Fiction
3061,Mythology,Edith Hamilton,1998,A. Mondadori,Social Science
4844,The Echo of Greece,Edith Hamilton,1957,Pocket,History
1660,Five Children and it,Edith Nesbit,1996,Modern Library,Juvenile Fiction
5191,The Journey with Grandmother,Edith Unnerstad,1960,Hyperion,Grandmothers
1019,Collected Stories,Edith Wharton,2001,Zebra Books,Short stories
1506,Ethan Frome & Summer,Edith Wharton,2001,Arthur A. Levine Books,Fiction
5125,The House of Mirth,Edith Wharton,2002,Warner Books,Fiction
5126,The House of Mirth,Edith Wharton,2004,HarperTorch,Fiction
6303,Time For Kids: Butterflies!,Editors of TIME For Kids,2006,St. Martin's Griffin,Juvenile Nonfiction
1143,Cyrano de Bergerac,Edmond Rostand,1991,A. Mondadori,Drama
6208,Theodore Rex,Edmund Morris,2002,Eos,Biography & Autobiography
4477,The Book of Embraces,Eduardo Galeano;Cedric Belfrage,1992,Orb Books,Fiction
3644,Robbins and Cotran Review of Pathology,Edward C. Klatt;Stanley Leonard Robbins;Vinay Kumar,2005,Fawcett Books,Medical
2128,How to Have a Beautiful Mind,Edward De Bono,2004,Villard Books,Self-Help
4371,The Azathoth Cycle,Edward Derby;Peter Cannon;Lin Carter;Ramsey Campbell;Henry Kuttner;Stephen Rainey;Thomas Ligotti;Gary Myers;Richard Tierney,1995,Safe Goods/New Century Publishing 2000,Fiction
1923,Gunslinger,Edward Dorn,1989,Vintage Books USA,Fiction
1043,"Complete Poems, 1904-1962",Edward Estlin Cummings,1994,Pocket,Poetry
2868,Melville's Moby-Dick,Edward F. Edinger,1995,Caminho,Psychology
4580,The Christians and the Fall of Rome,Edward Gibbon,2005,Pantheon Books,History
4975,"The Gashlycrumb Tinies, Or, After the Outing",Edward Gorey,1998,Daw Books,"American wit and humor, Pictorial"
1925,"Gunslinger, and Nine Other Action-packed Stories of the Wild West",Edward Gorman,1995,A. Mondadori,Frontier and pioneer life
841,Cast in Dark Waters,Edward Gorman;Tom Piccirilli,2002,Aladdin,Fiction
2254,"In the Land of Time, and Other Fantasy Tales",Edward John Moreton Drax Plunkett Baron Dunsany,2004,Dell,Fiction
5208,The King of Elfland's Daughter,Edward John Moreton Drax Plunkett Baron Dunsany,1999,Intl Specialized Book Service Inc,Fiction
1439,Edward Lear,Edward Lear,2001,Harpercollins Uk,Juvenile Nonfiction
1440,Edward Lear's Book of Nonsense,Edward Lear,1995,Ivy Books,Computers
5984,The Tenants of Moonbloom,Edward Lewis Wallant,2003,Delta,Fiction
2147,Howards End,Edward Morgan Forster,2000,Scholastic,Brothers
2148,Howards End,Edward Morgan Forster,2007,Harpercollins Juvenile Books,Fiction
2839,Maurice,Edward Morgan Forster,1993,Berkley Publishing Group,Fiction
6259,Three Complete Novels,Edward Morgan Forster,1993,Farrar Straus Giroux,English fiction
173,A Passage to India,Edward Morgan Forster;Pankaj Mishra,2005,Berkley Publishing Group,Fiction
5215,The Known World,Edward P. Jones,2004,Little,African American plantation owners
5216,The Known World,Edward P. Jones,2006,Hal Leonard Corp,Fiction
580,Beautiful Evidence,Edward R. Tufte,2006,Distribooks,Computers
4610,The Cognitive Style of PowerPoint,Edward R. Tufte,2006,Dell,Computers
6097,The Visual Display of Quantitative Information,Edward R. Tufte,2001,Harpercollins Canada,Mathematics
2785,Manufacturing Consent,Edward S. Herman;Noam Chomsky,2002,Aspect,Political Science
2986,Mother's Milk,Edward St. Aubyn,2005,Pocket,Fiction
692,Blame It on the Brain?,Edward T. Welch,1998,A. Mondadori,Medical
3228,On Late Style,Edward W. Saïd,2006,Harperaudio,Literary Criticism
3278,Orientalism,Edward W. Said,2003,A. Mondadori,History
3291,Out of Place,Edward W. Said,2000,Putnam Pub Group,"Authors, Arab"
6188,"The World, the Text, and the Critic",Edward W. Said,1983,Henry Holt &amp; Company,Literary Criticism
693,Blaming the Victims,Edward W. Said;Christopher Hitchens,2001,A. Mondadori,History
393,"Anacaona, Golden Flower",Edwidge Danticat,2005,Macromedia Press,Juvenile Fiction
767,"Breath, Eyes, Memory",Edwidge Danticat,1998,Jove Books,Fiction
4785,The Dew Breaker,Edwidge Danticat,2005,Bantam Books,Fiction
4905,The Farming of Bones,Edwidge Danticat,1999,J'ai lu,Fiction
1672,Flatland,Edwin Abbott Abbott,2006,Ballantine Books,Fiction
2279,Information Technology for Management,Efraim Turban,2006,A. Mondadori,Computers
4340,The Art of Loving,Eiki Eiki;Yukine Honami,2006,Bantam Books (Mm),Comics & Graphic Novels
396,Anatomy & Physiology Coloring Workbook,Elaine N. Marieb,2004,Goldmann Verlag,Medical
2155,Human Anatomy & Physiology,Elaine Nicpon Marieb;Katja Hoehn,2007,Rowohlt Tb.,Medical
5539,The Origin of Satan,Elaine Pagels,1996,Fireside,Religion
3359,Persian Mirrors,Elaine Sciolino,2005,Star Trek,History
1181,Daughters of Decadence,Elaine Showalter,1993,Harpercollins,Social Science
6366,Trapped in T Mirror,Elan Golomb,1995,Bantam Books,Family & Relationships
6032,The Trolley Car Family,Eleanor Clymer,1987,Gallimard,Family life
5133,The Hundred Dresses,Eleanor Estes,2004,HarperCollins Publishers,Juvenile Fiction
5891,The Sleeping Giant and Other Stories,Eleanor Estes,1948,Chatto &amp; Windus,Folklore
3817,Sex with the Queen,Eleanor Herman,2006,Dreamhaven Books,History
384,An Odyssey in Learning and Perception,Eleanor J. Gibson,1994,Ballantine Books,Psychology
6026,"The Trial of God (as it was Held on February 25, 1649, in Shamgorod)",Elie Wiesel,1995,Delta,Fiction
5660,The Princess of the Chalet School,Elinor Mary Brent-Dyer,2000,Little Brown &amp; Company,Juvenile Fiction
1447,Eight Men Out,Eliot Asinof,2000,Puffin Books,Sports & Recreation
1462,Ellora's Cavemen,Elisa Adams;Sylvia Day;Anna J. Evans;Denise A. Agnew;B. J. McCall,2005,Berkley Publishing Group,Fiction
3829,Shadow of the Almighty,Elisabeth Elliot,1989,Delacorte Books for Young Readers,Religion
2287,Insurgent Collective Action and Civil War in El Salvador,Elisabeth Jean Wood;Wood Elisabeth Jean,2003,Bantam,History
3224,On Death and Dying,Elisabeth Kübler-Ross,1997,Penguin Books,Family & Relationships
6136,The Wheel of Life,Elisabeth Kübler-Ross,1998,Ace Books,Biography & Autobiography
3848,Shakespeare's Secret,Elise Broach,2005,Doubleday,Juvenile Fiction
6007,The Tiny One,Eliza Minot,2000,Tor Books,Fiction
1365,Dragon's Treasure,Elizabeth A. Lynn,2005,Tor Books,Fiction
3266,Open House,Elizabeth Berg,2003,Editech Pr,Divorced women
2681,Lords of the White Castle,Elizabeth Chadwick,2002,Anchor,Fiction
270,Access the Power of Your Higher Self,Elizabeth Clare Prophet,1998,Points French,"Body, Mind & Spirit"
3992,Soul Mates and Twin Flames,Elizabeth Clare Prophet,1999,Actes Sud,Family & Relationships
1996,Heart and Hands,Elizabeth Davis,2004,Disney Press,Health & Fitness
5754,The River Runs Black,Elizabeth Economy,2004,Andrews McMeel Publishing,History
245,A Wife After God's Own Heart Growth and Study Guide,Elizabeth George,2004,Laurel-Leaf Books,Religion
2610,Life Management for Busy Women,Elizabeth George,2002,A. Mondadori,Religion
2654,Living with Passion and Purpose,Elizabeth George,2005,Ballantine Books,Religion
2722,Loving God with All Your Mind,Elizabeth George,2005,New Amer Library,Religion
1416,"Eat, Pray, Love",Elizabeth Gilbert,2007,Delacorte Press,Biography & Autobiography
4087,Stern Men,Elizabeth Gilbert,2001,Warner Books,Fiction
5225,The Last American Man,Elizabeth Gilbert,2003,Dell,Biography & Autobiography
3449,Portrait of Dorian Gray,Elizabeth Gray,2000,Bantam Doubleday Dell,English language
3767,Seduction and Betrayal,Elizabeth Hardwick,2001,Bantam Books,Literary Criticism
3261,Only Mine,Elizabeth Lowell,1992,Free Press,Fiction
3575,Reckless Love,Elizabeth Lowell,2007,Penguin Putnam~mass,Fiction
4223,Tell Me No Lies,Elizabeth Lowell,2006,Random House,Fiction
5833,The Secret Sister,Elizabeth Lowell,2005,Signet Book,Fiction
6558,Warrior,Elizabeth Lowell,2002,Warner Books,Fiction
6637,Whirlpool,Elizabeth Lowell,2006,Delta,Fiction
4512,The Brooklyn Bridge,Elizabeth Mann;Alan Witschonke,2006,Ballantine Books,Juvenile Nonfiction
2516,Lady of the Lake,Elizabeth Mayne,1997,Warner Books,Fiction
84,A Dracula Handbook,Elizabeth Miller,2005,Bantam,Education
5706,The Reading Group,Elizabeth Noble,2005,Little,Fiction
1259,Devil May Care,Elizabeth Peters,1977,Nan A. Talese,Fiction
3130,Night Train to Memphis,Elizabeth Peters,1995,Harper Mass Market Paperbacks (Mm),Fiction
4122,Street of the Five Moons,Elizabeth Peters,2000,Perennial,Fiction
4146,Summer of the Dragon,Elizabeth Peters,2001,HarperTorch,Fiction
4767,The Deeds of the Disturber,Elizabeth Peters,2000,Audio Literature,Fiction
1960,Harm's Way,Elizabeth Stewart,2005,Fireside,Fiction
5932,The Story of Avis,Elizabeth Stuart Phelps;Carol Farley Kessler,1985,LGF,Biography & Autobiography
3494,Prozac Nation,Elizabeth Wurtzel,2002,St. Martin's Paperbacks,Biography & Autobiography
1419,Eating Stone,Ellen Meloy,2006,Seuil,Nature
6531,Voting Rights Days,Ellen Weiss,2002,Warner Books,Juvenile Fiction
6388,Trip to the North Pole,Ellen Weiss;Robert Zemeckis;William Broyles;Chris Van Allsburg,2004,Fawcett Books,Fiction
3951,Social Psychology,Elliot Aronson;Timothy D. Wilson;Robin M. Akert,2007,Inner Ocean Publishing,Psychology
1105,Crime and Punishment in America,Elliott Currie,1998,Alfaguara/Santillana USA,Social Science
5598,The Pilgrim of Hate,Ellis Peters,1998,St. Martin's Griffin,Benedictine monasteries
6761,Yiddish with Dick and Jane,Ellis Weiner;Barbara Davilman,2004,Scholastic,Humor
791,Bull Halsey,Elmer Belmont Potter,2003,Seashell Books,Biography & Autobiography
4938,The Flame Trees of Thika,Elspeth Huxley,2000,Magic Carpet Books,Biography & Autobiography
1144,D. B.,Elwood Reid,2005,McGraw-Hill,Fiction
4127,Stuart Little,Elwyn Brooks White,1946,Bantam Books,"Little, Stuart (Fictitious character)"
3082,Natural Theology,Emil Brunner;Karl Barth,2002,Back Bay Books,Religion
500,Atlantic Shift,Emily Barr,2005,Zebra Books,Cellists
3143,No Accident,Emily Blake,2006,A. Mondadori,Juvenile Fiction
