ID,title,authors,year,publisher,subject
5198,The Keeper's Companion,Keith Herber,2000,Penguin Books,Games
663,Bitten,Kelley Armstrong,2004,Putnam Publishing Group,Fiction
1556,Exit Strategy,Kelley Armstrong,2007,A. Mondadori,Fiction
1981,Haunted,Kelley Armstrong,2005,William Morrow &amp; Company,Fiction
2272,Industrial Magic,Kelley Armstrong,2004,Penguin Books Ltd,Fiction
4095,Stolen,Kelley Armstrong,2004,Dell Publishing Company,Fiction
1494,Erotica,Kelly Carr,2004,Putnam Pub Group,Fiction
1495,Erotica,Kelly Carr,2004,Anchor,Fiction
980,CliffsNotes on Steinbeck's The Grapes of Wrath,Kelly McGrath Vlcek,2000,Brooking International,Literary Criticism
2552,Leadership and the One Minute Manager,Ken Blanchard;Patricia Zigarmi;Drea Zigarmi,1999,Penguin Books Ltd,Business & Economics
2551,Lead Like Jesus,Ken Blanchard;Phil Hodges,2007,Penguin USA,Religion
2927,Mission Possible,Ken Blanchard;Terry Waghorn,1999,Picador USA,Business & Economics
75,A Dangerous Fortune,Ken Follett,1994,Ballantine Books,"Banks and banking, British"
2356,Jackdaws,Ken Follett,2002,MacMillan Publishing Company.,Fiction
3127,Night Over Water,Ken Follett,2004,Seal Press (WA),FICTION
3240,On Wings of Eagles,Ken Follett,2004,Faber Faber Inc,History
3317,Paper Money,Ken Follett,1996,Houghton Mifflin,Conspiracies
5202,The Key to Rebecca,Ken Follett,2003,Avon,Fiction
5363,The Man from St. Petersburg,Ken Follett,2003,Berkley Publishing Group,Fiction
5603,The pillars of the earth,Ken Follett,2002,Vintage Books USA,Fiction
3606,Replay,Ken Grimwood,2005,Lethe Press,Fantasy
2789,Maple Syrup Cookbook,Ken Haedrich,2001,Random House Inc,Cooking
3246,One Flew Over the Cuckoo's Nest,Ken Kesey,2005,Three Rivers Press,Mentally ill
3248,One Flew Over the Cuckoo's Nest (SparkNotes Literature Guide),Ken Kesey,2002,Main Street,Literary Criticism
3701,Sailor Song,Ken Kesey,1993,Delta,Fiction
3974,Sometimes a Great Notion,Ken Kesey,1964,Signet Classics,Fiction
3904,Situationist International Anthology,Ken Knabb,2006,MIT Press,Art
1326,Don't Know Much about American History,Kenneth C. Davis,2003,Audioworks,United States
5074,The Heart of a Leader,Kenneth H. Blanchard,1999,Jove Books,Religion
6805,Zondervan NIV Study Bible,Kenneth L. Barker;Donald W. Burdick,2002,Doubleday,Bibles
1314,Doc Savage,Kenneth Robeson,2006,A. Mondadori,Fiction
5331,The Lost Tomb,Kent R. Weeks,1999,Planeta Pub Corp,Social Science
1118,Crucial Conversations,Kerry Patterson;Joseph Grenny;Ron McMillan;Al Switzler,2002,Avon,Business & Economics
4507,The Brief History of the Dead,Kevin Brockmeier,2007,Penguin Books Ltd,Fiction
898,Chester's Way,Kevin Henkes,1997,Bantam Books,Juvenile Fiction
2444,"Julius, the Baby of the World",Kevin Henkes,1995,Warner Books,Juvenile Fiction
2265,"Incident Response & Computer Forensics, 2nd Ed.",Kevin Mandia;Chris Prosise,2003,Signet Book,Computers
3244,Once Upon a Cool Motorcycle Dude,Kevin O'Malley,2005,Ballantine Books,Juvenile Fiction
4054,Star Wars and Philosophy,Kevin S. Decker;William Irwin;Jason T. Eberl,2005,Goldmann,Performing Arts
2465,Kevin Trudeau's Mega Memory,Kevin Trudeau,1997,Random House Childrens Pub,Self-Help
1709,Forgotten New York,Kevin Walsh,2006,Ballantine Books,Travel
5213,The Kite Runner,Khaled Hosseini,2005,Bantam,Fiction
3765,Secrets Of The Heart,Khalil Gibran,1993,Avon,Mysticism
106,A Guide to the Words of My Perfect Teacher,Khenpo Ngawang Pelzang;Ṅag-dbaṅ-dpal-bzaṅ (Mkhan-po),2004,A. Mondadori,Religion
5399,The Memory Keeper's Daughter,Kim Edwards,2006,Infinity Publishing (PA),Fiction
99,A Fistful of Charms,Kim Harrison,2006,Harlequin,Fiction
1198,Dead Witch Walking,Kim Harrison,2004,Dtv,Fiction
1691,For a Few Demons More,Kim Harrison,2007,Modern Library,Fiction
5018,"The Good, the Bad, and the Undead",Kim Harrison,2005,Droemersche Verlagsanstalt Th. Knaur Nachf.,Fiction
1179,Dates From Hell,Kim Harrison;Lynsay Sands;Kelley Armstrong;Lori Handeland,2006,Alpha Books,Fiction
545,Bad Dreams,Kim Newman,1995,Del Rey Books,Fiction
1711,Forty Signs of Rain,Kim Stanley Robinson,2005,Alfred A. Knopf,Fiction
3308,Pacific Edge,Kim Stanley Robinson,1995,Tor Books,Fiction
5382,The Martians,Kim Stanley Robinson,2000,Robin Book,Fiction
5400,The Memory of Whiteness,Kim Stanley Robinson,1996,Harpercollins,Fiction
6195,The Years of Rice and Salt,Kim Stanley Robinson,2003,Too Far,Black Death
150,A Meeting with Medusa,Kim Stanley Robinson;Arthur Charles Clarke,1988,Houghton Mifflin Company,Fiction
4208,Tea with Jane Austen,Kim Wilson,2004,LGF,Biography & Autobiography
5469,The Natural Way to Draw,Kimon Nicolaïdes,1941,Carol Pub Group,Art
6659,Wicked Dreams,Kingdome 19,2006,HarperTorch,Photography
675,Black Holes and Time Warps,Kip Thorne;Kip S. Thorne;Stephen Hawking,1994,Notrya Editora,Science
3898,Sister Bernadette's Barking Dog,Kitty Burns Florey,2006,Scholastic,Literary Collections
3051,Mysteries,Knut Hamsun,2001,Del Rey,Fiction
3315,Pan,Knut Hamsun,1998,Island,Fiction
2160,Hunger,Knut Hamsun;George Egerton,2003,Dover Publications,Biography & Autobiography
6111,The Wanderer,Knut Hamsun;Gunnvor Stallybrass,2001,Ballantine Books,English fiction
4890,The Face of Another,Kobo Abe;Kōbō Abe,2003,Del Rey,Fiction
2017,Hellsing,Kohta Hirano,2004,Da Capo Press,Comics & Graphic Novels
122,A Hunger Like No Other,Kresley Cole,2006,Pocket,Fiction
2210,If You Dare,Kresley Cole,2005,Ballantine Books,Fiction
3157,No Rest for the Wicked,Kresley Cole,2006,Little Brown &amp; Co,Fiction
5654,The Price of Pleasure,Kresley Cole,2004,Vintage Books,Fiction
3425,Playing Easy to Get,Kresley Cole;Sherrilyn Kenyon;Jaid Black,2006,Delacorte Press,Fiction
3521,Quito 1599,Kris E. Lane,2002,Penguin Books,History
1345,Dr. Desirable,Kristi Gold,2002,A. Mondadori,Fiction
2098,Hope Springs Eternal,Kristiana Gregory,2005,Bantam,Juvenile Fiction
4052,Star Wars,Kristin Lund;Simon Beecroft;Kerrie Dougherty,2005,HarperTorch,Juvenile Nonfiction
291,African Nights,Kuki Gallmann,2000,Scholastic,Biography & Autobiography
321,Ali and Nino,Kurban Said,2000,St. Martin's Press,Azerbaijan
4156,Superman,Kurt Busiek;Fabian Nicieza;Pete Woods;Len Wein;Gerry Conway;José Luis García-López,2007,Dell Publishing Company,Juvenile Fiction
1061,Conspiracy of Fools,Kurt Eichenwald,2005,A. Mondadori,Business & Economics
2799,Marilyn Manson,Kurt Reighley,1998,Onyx Books,Biography & Autobiography
547,Bagombo Snuff Box,Kurt Vonnegut,2000,Saunders College Publishing,American fiction
728,Bluebeard,Kurt Vonnegut,1998,A. Mondadori,Fiction
1199,Deadeye Dick,Kurt Vonnegut,1999,Random House Children's Books (A Division of Random House Group),Fiction
1780,Galapagos: A Novel,Kurt Vonnegut,1999,Hodder Headline Australia,Fiction
1845,"God Bless You, Dr. Kevorkian",Kurt Vonnegut,2001,Jove Books,Fiction
1846,"God Bless You, Mr. Rosewater",Kurt Vonnegut,1998,Bantam,Fiction
2074,Hocus Pocus,Kurt Vonnegut,1997,Harper Mass Market Paperbacks,Fiction
2358,Jailbird,Kurt Vonnegut,1999,Methuen Publishing Ltd,Fiction
3313,Palm Sunday,Kurt Vonnegut,1999,Wizards of the Coast,Biography & Autobiography
3423,Player Piano,Kurt Vonnegut,1999,A. Mondadori,Fiction
3922,Slapstick,Kurt Vonnegut,1999,Intl Specialized Book Service Inc,Fiction
6307,Timequake,Kurt Vonnegut,1998,Dover Publications,Fiction
6545,"Wampeters, Foma & Granfalloons (opinions)",Kurt Vonnegut,2006,Random House Uk Ltd,Fiction
6581,Welcome to the Monkey House,Kurt Vonnegut,1968,Souvenir Press,Fiction
2621,Like Shaking Hands With God,Kurt Vonnegut Jr.;Lee Stringer,2000,Random House Inc,Biography & Autobiography
1748,From Far Away,Kyoko Hikawa,2007,Dutton Books,Comics & Graphic Novels
2916,Minion,L. A. Banks,2004,A. Mondadori,Fiction
4736,The Damned,L. A. Banks,2007,Pocket,Fiction
4942,The Forbidden,L. A. Banks,2006,Daw Books,Fiction
4945,The Forsaken,L. A. Banks,2006,Times Books,Fiction
5136,The Hunted,L. A. Banks,2005,Bantam Books,Fiction
6500,Vegas Bites,L. A. Banks;J. M. Jeffries;Seressia Glass;Natalie Dunbar,2006,Goldmann,Fiction
3467,Present Tense,L. A. Graf,2002,Chronicle Books,Fiction
331,All the King's Men,L. David Allen;Robert H. Lynn,1963,Mariner Books,Literary Criticism
1914,Guide to Stress Reduction,L. John Mason,2001,HarperFestival,Self-Help
4959,The Free Bards,Lackey,1997,Ballantine Books,Fiction
821,Cane River,Lalita Tademy,2002,Berkley Publishing Group,Fiction
2161,Hunger,Lan Samantha Chang,2000,btb,Fiction
2342,It's Not About the Bike,Lance Armstrong,2001,Penguin Books,Biography & Autobiography
1532,Every Second Counts,Lance Armstrong;Sally Jenkins,2004,Klett-Cotta,Cancer
2343,It's Not about the Bike,Lance Armstrong;Sally Jenkins,2001,Goldmann,Cancer
6434,Tyranny of the Majority,Lani Guinier,1995,Tusquets,History
2524,Lao Tzu,Lao-tzu;Ursula K. Le Guin;Jerome P. Seaton,1998,A. Mondadori,Philosophy
3580,Red Phoenix,Larry Bond,1992,Onyx Books,Adventure stories
1546,Execution,Larry Bossidy;Ram Charan;Charles Burck,2002,Scribner,Business & Economics
2329,Isle of Darksmoke,Larry DiTillio,1984,Putnam Pub Group,
3939,Smart Discipline(R),Larry Koenig,2004,Jove Books,Family & Relationships
4630,"The Columbia Reader on Lesbians and Gay Men in Media, Society, and Politics",Larry P. Gross;James D. Woods,1999,Free Press,Social Science
587,Beauty Shop for Rent,Laura Bowers,2007,Scribner,Juvenile Fiction
88,A Faith Like Mine,Laura Buller,2005,Klett-Cotta,Juvenile Nonfiction
794,Burning The Map,Laura Caldwell,2002,Penguin Books,Fiction
2622,Like Water for Chocolate,Laura Esquivel,1994,Michael Joseph,Fiction
5512,The O. Henry Prize Stories 2003,Laura Furman,2003,Distribooks Inc,Fiction
289,Aesop's Fables,Laura Gibbs,2002,Harcourt,Fiction
5390,The Meanest Doll in the World,Laura Godwin;Ann M. M. Martin,2005,Bantam Books,Juvenile Fiction
137,A Little House Birthday,Laura Ingalls Wilder,1998,Simon &amp; Schuster,Juvenile Fiction
138,A Little Prairie House,Laura Ingalls Wilder,1999,HarperTorch,Juvenile Fiction
932,Christmas in the Big Woods,Laura Ingalls Wilder,1997,Simon &amp; Schuster,Juvenile Fiction
933,Christmas Stories,Laura Ingalls Wilder,1998,Hyperion,Juvenile Fiction
1597,Farmer Boy,Laura Ingalls Wilder,2006,Spectra Books,Juvenile Fiction
2639,Little House in the Big Woods,Laura Ingalls Wilder,2007,University of California Press,Juvenile Fiction
2645,Little Town on the Prairie,Laura Ingalls Wilder,2007,Hackett Pub Co Inc,Juvenile Fiction
3230,On the Banks of Plum Creek,Laura Ingalls Wilder,1965,Bantam Books,Family
4771,The Deer in the Wood,Laura Ingalls Wilder,1999,Harper Mass Market Paperbacks (Mm),Juvenile Fiction
4932,The First Four Years,Laura Ingalls Wilder,2007,W W Norton &amp; Co,Juvenile Fiction
5305,The Long Winter,Laura Ingalls Wilder,2007,Viking Books,Juvenile Fiction
6218,These Happy Golden Years,Laura Ingalls Wilder,1953,Warner Vision,Adventure stories
6684,Winter Days in the Big Woods,Laura Ingalls Wilder,1995,Warner Books,Juvenile Fiction
6689,Winter on the Farm,Laura Ingalls Wilder,1997,Tor Books,Juvenile Fiction
6742,Writings to Young Women from Laura Ingalls Wilder on Wisdom and Virtues,Laura Ingalls Wilder;Stephen W. Hines,2006,Delta,Juvenile Nonfiction
2543,Laura Ingalls Wilder's Fairy Poems,Laura Ingalls Wilder;Stephen W. Hines;Richard Hull,1998,McGraw-Hill Humanities/Social Sciences/Languages,American poetry
544,Bad Childhood---Good Life,Laura Schlessinger,2006,Rowohlt,Self-Help
157,A Midwife's Tale,Laurel Ulrich,1991,A. Mondadori,Biography & Autobiography
218,A Stroke of Midnight,Laurell K. Hamilton,2006,Mariner Books,Fiction
1159,Danse Macabre,Laurell K. Hamilton,2006,Vintage Books USA,Fiction
1917,Guilty Pleasures,Laurell K. Hamilton,2004,Pocket,Fiction
2267,"Incubus Dreams: An Anita Blake, Vampire Hunter Novel",Laurell K. Hamilton,2005,Ballantine Books,Fiction
2545,Laurell K. Hamilton Set,Laurell K. Hamilton,2003,A. Mondadori,Fiction
2892,Micah. (Anita Blake,Laurell K. Hamilton,2006,Atria,"Blake, Anita (Fictitious character)"
4043,Star Trek: The Next Generation: Nightshade,Laurell K. Hamilton,1992,Daw Books,Fiction
4108,Strange Candy,Laurell K. Hamilton,2006,Random House,Fiction
5067,The Harlequin,Laurell K. Hamilton,2007,Adams Media Corporation,Fiction
797,By Myself and Then Some,Lauren Bacall,2006,Destino,Biography & Autobiography
3717,Same Sex in the City,Lauren Levin;Lauren Blitzer,2006,A. Mondadori,Self-Help
6686,Winter is the Warmest Season,Lauren Stringer,2006,Spectra Books,Juvenile Fiction
4781,The Devil Wears Prada,Lauren Weisberger,2006,Dell Publishing Company,Fiction
1875,"Goodman & Gilman's The Pharmacological Basis of Therapeutics, Eleventh Edition",Laurence Brunton;John Lazo;Keith Parker,2005,Onyx Books,Medical
1055,Confessions of an Actor,Laurence Oliver,1982,Pan Macmillan,Performing Arts
356,American Dragons,Laurence Yep,1995,Dover Publications,Juvenile Fiction
905,Child of the Owl,Laurence Yep,1990,Vintage Books USA,Juvenile Fiction
1361,Dragon's Gate,Laurence Yep,1995,Dell,Juvenile Fiction
5369,The Man who Tricked a Ghost,Laurence Yep,1993,Paulist Press,Juvenile Nonfiction
5693,The Rainbow People,Laurence Yep,1992,Berkley Publishing Group,Juvenile Fiction
521,Babar's World Tour,Laurent de Brunhoff,2005,Centro de la Cultura Canaria,Juvenile Fiction
627,Betrayal of Trust,Laurie Garrett,2000,Tor Fantasy,Medical
4636,The Coming Plague,Laurie Garrett,1995,HarperSanFrancisco,Medical
2090,Homeless,Laurie Halse Anderson,2000,Feltrinelli,Juvenile Fiction
4213,Teacher's Pet,Laurie Halse Anderson,2001,Dell Publishing Company,Juvenile Fiction
6212,There's a (slight) Chance I Might be Going to Hell,Laurie Notaro,2007,Warner Books (Mm),Cities and towns
2070,Hit Parade,Lawrence Block,2006,Vintage,Fiction
4521,The Burglar Who Thought He Was Bogart,Lawrence Block,2006,Vintage Books USA,Fiction
5880,The Sins of the Fathers,Lawrence Block,2000,Macmillan Pub Ltd,Detective and mystery stories
6739,Writing the Novel from Plot to Print,Lawrence Block,1985,Laure Leaf,Reference
317,ALEXANDRIA QUARTET,LAWRENCE DURRELL,1991,Zebra Books,
953,Clea,Lawrence Durrell,1991,Spectra Books,Fiction
2455,Justine,Lawrence Durrell,1991,Viking Books,Fiction
2456,Justine,Lawrence Durrell,1969,A. Mondadori,
4367,The Avignon Quintet,Lawrence Durrell,2004,Distribooks,"Short stories, English"
5044,The Greek Islands,Lawrence Durrell,2002,Dell Publishing Company,Biography & Autobiography
1106,Crime And Punishment In American History,Lawrence Friedman,1994,Washington Square Press,Law
1312,Divine Invasions,Lawrence Sutin,2005,Del Rey Books,Biography & Autobiography
5339,The Lure of the Basilisk,Lawrence Watt-Evans,2001,Scholastic,Fiction
6575,We Were the Rats,Lawson Glassop,1991,Perennial,"Tobruk, Battles of, 1941-1942"
169,A Nose for Murder,Lee Charles Kelley,2003,Pocket,Fiction
2138,How to Talk to Anyone : 92 Little Tricks for Big Success in Relationships,Leil Lowndes,2003,W.W. Norton &amp; Company,Family & Relationships
1087,Crackup,Len Morgan,1969,Main Street Books,Aircraft accidents
5289,The Little Big Book for God's Children,Lena Tabori;Alice Wong,2001,Pocket,Religion
6801,Zinn and the Art of Road Bike Maintenance,Lennard Zinn,2005,Harvest Books,Sports & Recreation
422,Anna Karenina,Leo Nikolayevich Tolstoy;Leo Tolstoy;Constance Garnett,2004,Nbm Pub Co,Fiction
2066,History of Political Philosophy,Leo Strauss;Joseph Cropsey,1987,Ace Books,Philosophy
48,A Calendar of Wisdom,Leo Tolstoy,1997,William Morrow &amp; Company,Religion
4701,The Cossacks,Leo Tolstoy,2006,Perennial,Fiction
4763,The Death of Ivan Ilyich and Other Stories,Leo Tolstoy,2004,Price Stern Sloan,Fiction
5210,The Kingdom of God Is Within You,Leo Tolstoy;Constance Garnett,2006,LGF,Religion
6549,War and Peace,Leo Tolstoy;graf Leo Tolstoy,1998,Bantam Books,Fiction
424,Anna Karenina,Leo Tolstoy;Richard Pevear,2002,Alyson Publications,Fiction
6599,What is Art?,Leo Tolstoy;Richard Pevear;Larissa Volokhonsky,1995,Union générale d'éditions,Art
1594,Farewell to Salonica,Leon Sciaky,2003,Odyssey Classics,Biography & Autobiography
1559,Exodus,Leon Uris,1958,Bantam Books,Eretz Israel
2933,Mitla Pass,Leon Uris,1989,Simon &amp; Schuster,Fiction
4315,The Angry Hills,Leon Uris,1984,Scribner Book Company,Fiction
1945,Hannibal,Leonard Cottrell,1992,Penguin USA,History
6,"""A"" is for Abductive",Leonard I. Sweet;Brian D. McLaren;Jerry Haselmayer,2003,A. Mondadori,Religion
4180,Sylvia,Leonard Michaels,2007,Penguin Putnam~mass,Fiction
1624,Feynman's Rainbow,Leonard Mlodinow,2004,Eos,Science
1324,Don DeLillo's White Noise,Leonard Orr,2003,A. Mondadori,Literary Criticism
2573,Leonardo on Painting,Leonardo,2001,Trafalgar Square,Art
5508,The Notebooks of Leonardo Da Vinci,Leonardo Da Vinci;Leonardo (da Vinci),1952,Random House Inc,Art
2197,Ice Castles,Leonore Fleischer,1983,Zebra Books,Blind
655,Bird Songs,Les Beletsky,2006,Pocket,Nature
2532,Last Train to Paradise,Les Standiford,2003,Northlight Communications,History
5663,The Private Parts of Women,Lesley Glaister,1996,Ace Books,English fiction
1715,Foundations of Clinical Research,Leslie Gross Portney;Mary P. Watkins,2000,Ballantine Books,Medical
2031,Her Last Temptation,Leslie Kelly,2005,Signet Book,Fiction
4416,The Best of Lester Del Rey,Lester Del Rey,2000,Shambhala,Fiction
2582,Let's Go Australia 9th Edition,Let's Go Inc,2006,Avon Books,Travel
5222,The Language of New Media,Lev Manovich;Roger F. Malina;Sean Cubitt,2001,btb,Art
6550,War and Peace,Lev N. Tolstoj,1999,Anchor,"Napoleonic Wars, 1800-1815"
322,Alice in Wonderland,Lewis Carroll,2002,Berkley Publishing Group,Juvenile Fiction
323,Alice's Adventures in Wonderland,Lewis Carroll,2000,Pocket,Juvenile Fiction
5850,The Sharpshooter Blues,Lewis Nordan,1997,Llewellyn Publications,Fiction
4604,The Cloud Atlas,Liam Callanan,2004,Tor Books,Fiction
2508,La Cucina Di Lidia,Lidia Bastianich;Jay Jacobs,2003,Worldwide Library,Cooking
2601,Lidia's Family Table,Lidia Matticchio Bastianich;David Nussbaum,2004,Distribooks,Cooking
1212,Death Match,Lincoln Child,2006,Broadway Books,Fiction
4779,The Devil in the Junior League,Linda Francis Lee,2006,Pocket,Fiction
2344,It's Winter!,Linda Glaser,2002,Bantam,Juvenile Nonfiction
1170,Dark Water,Linda Hall,2006,St. Martin's Griffin,Fiction
1381,Drop Dead Gorgeous,Linda Howard,2006,HarperTrophy,Fiction
645,Big Bad Wolf,Linda Jones;Linda Winstead,1997,Simon &amp; Schuster,Fiction
579,Beatrix Potter,Linda Lear,2007,Pocket,Biography & Autobiography
5875,The Silver Pigs,Lindsey Davis,2006,Warner Books,Fiction
1069,Conversations with J.K. Rowling,Lindsey Fraser,2001,Jove Books,Juvenile Nonfiction
339,Alone,Lisa Gardner,2005,Mandarin,Fiction
5486,The Next Accident,Lisa Gardner,2002,Simon &amp; Schuster (Trade Division),"Conner, Rainie (Fictitious character)"
5992,The Third Victim,Lisa Gardner,2001,Lgf,Fiction
3768,See how She Dies,Lisa Jackson,2004,Daw Books,Fiction
2222,Immigrant Acts,Lisa Lowe,1996,Avon Books,Social Science
2713,Love You Until...,Lisa McCourt,1999,Fischer (Tb.),Religion
3353,Peony in Love,Lisa See,2007,Warner Books,Fiction
1097,Creative Correction,Lisa Whelchel,2005,Abdo &amp; Daughters Publishing,Family & Relationships
3472,Pretty Things,Liz Goldwyn,2006,Scholastic Paperbacks (Mm),Biography & Autobiography
6413,Turtles and Tortoises For Dummies,Liz Palika,2001,Kiepenheuer &amp; Witsch,Pets
1792,Geisha,Liza Crihfield Dalby,1998,Dell Publishing Company,Social Science
4206,Taran Wanderer,Lloyd Alexander,2006,Goldmann,Juvenile Fiction
4444,The Black Cauldron,Lloyd Alexander,2006,Deuticke,Juvenile Fiction
4949,The Foundling,Lloyd Alexander,2006,Rowohlt Tb.,Juvenile Fiction
5090,The High King,Lloyd Alexander,2006,Diogenes Verlag,Juvenile Fiction
5200,The Kestrel,Lloyd Alexander,2002,Anchor Pub,Juvenile Fiction
5589,The Philadelphia Adventure,Lloyd Alexander,2002,Delta,Juvenile Fiction
6255,Three Complete Novels,Lloyd Alexander,2001,Tor Books,Juvenile Fiction
6589,Westmark,Lloyd Alexander,2002,Delta,Juvenile Fiction
4532,The Cambridge Companion to Plotinus,Lloyd Phillip Gerson;Lloyd P. Gerson,1996,Tor Books,Philosophy
4804,The Dictionary of Corporate Bullshit,Lois Beckwith,2006,Stylus Pub Llc,Business & Economics
5801,The Science of Stephen King,Lois H. Gresh;Robert Weinberg,2007,Magic Carpet Books,Literary Criticism
4120,Strawberry Girl 60th Anniversary Edition,Lois Lenski,1995,Dell Publishing Company,Juvenile Fiction
4841,The Easter Rabbit's Parade,Lois Lenski,2004,Avon,Juvenile Fiction
395,Anastasia on Her Own,Lois Lowry,1985,Baen,Juvenile Fiction
1789,Gathering Blue,Lois Lowry,2006,Downtown Press,Juvenile Fiction
1880,Gossamer,Lois Lowry,2006,Random House Books for Young Readers,Juvenile Fiction
2883,Messenger,Lois Lowry,2004,Pocket,Juvenile Fiction
3182,Number the Stars,Lois Lowry,1989,A. Mondadori,Juvenile Fiction
3770,"See You Around, Sam!",Lois Lowry,1998,Perennial,Juvenile Fiction
4075,Stay!,Lois Lowry,1999,Ace Books,Juvenile Fiction
4996,The Giver,Lois Lowry,2006,Berkley Publishing Group,Juvenile Fiction
5869,The Silent Boy,Lois Lowry,2005,Deaf Life Press,Juvenile Fiction
2612,Life on Planet Rock,Lonn Friend,2006,A. Mondadori,Biography & Autobiography
6661,Wicked Sacrifice,Lora Leigh,2006,Delta,Fiction
5966,The Sword of Welleran,Lord Dunsany,2005,Great Quotations,Fiction
1629,Fifty-One Tales,Lord Dunsany;Lin Carter;John Betancourt,2002,Random House Value Pub,Fiction
4133,Suddenly Daddy,Loree Lough,1998,Piper,Fiction
1126,Cryptozoology A To Z,Loren Coleman;Jerome Clark,1999,Little,Nature
542,Bad Boys in Black Tie,Lori Foster;Erin McCarthy;Morgan Leigh,2004,Viking,Fiction
3205,Oh My Stars,Lorna Landvik,2005,Chrysalis Books,Fiction
3345,Patty Jane's House of Curl,Lorna Landvik,1999,St Martins Pr,Fiction
6580,Welcome to the Great Mysterious,Lorna Landvik,2002,Simon &amp; Schuster,Fiction
6788,Your Oasis on Flame Lake,Lorna Landvik,1998,Bantam,Fiction
657,Birds of America,Lorrie Moore,1999,Houghton Mifflin Company,Fiction
6653,Who Will Run the Frog Hospital?,Lorrie Moore,2004,Delta,Juvenile Fiction
5071,The Haunted Screen,Lotte H. Eisner,1969,Simon &amp; Schuster,Performing Arts
3419,"Plato, Not Prozac!",Lou Marinoff,2000,HarperCollins Publishers,Philosophy
4917,The Female Brain,Louann Brizendine,2006,Methuen Publishing Ltd,Psychology
3744,Schmidt Delivered,Louis Begley,2001,Bantam Dell Pub Group,Fiction
6560,Wartime Lies,Louis Begley,1997,Silhouette,Fiction
1074,Corelli's Mandolin,Louis De Bernières,1995,A. Mondadori,Fiction
5648,The Power of One,Louis E. Catron,2000,Hawks Flight &amp; Association,Performing Arts
4509,The Broken Gun,Louis L'Amour,1984,Random House Inc,Fiction
5408,The Metaphysical Club,Louis Menand,2002,Sunflower Press,Cambridge (Mass.)
4209,Teach Them Diligently,Louis Paul Priolo,2000,Bantam Doubleday Dell,Religion
2077,Holes,Louis Sachar,1998,Random House Inc,Blind
2972,More Sideways Arithmetic from Wayside School,Louis Sachar,2004,Akirim Press,Arithmetic
3882,Sideways Arithmetic from Wayside School,Louis Sachar,2004,A. Mondadori,Arithmetic
4036,Stanley Yelnats' Survival Guide to Camp Green Lake,Louis Sachar,2003,Dell Publishing Company,"Adventure stories, American"
4153,"Super Fast, Out of Control!",Louis Sachar,2005,Overlook Press,Children's stories
6213,There's a Boy in the Girls' Bathroom,Louis Sachar,2004,Simon &amp; Schuster (Trade Division),Boys
6572,Wayside School Gets a Little Stranger,Louis Sachar,2004,Berkley Publishing Group,Children's stories
6573,Wayside School Is Falling Down (rack),Louis Sachar,1998,WestBow Press,Juvenile Fiction
3883,Sideways Stories from Wayside School,Louis Sachar;Peter Allen,2004,Naval Institute Press,Children's stories
600,Behind a Mask,Louisa May Alcott,1997,Douglas &amp; McIntyre,Fiction
2646,Little Women,Louisa May Alcott,2004,Villard Books,Family life
2692,"Louisa May Alcott on Race, Sex, and Slavery",Louisa May Alcott,1997,Ivy Books,Fiction
2958,Moods,Louisa May Alcott,1991,Grove Press,Fiction
4994,"The Girlhood Diary of Louisa May Alcott, 1843-1846",Louisa May Alcott,2001,Dell Publishing Company,Juvenile Nonfiction
5688,The Quiet Little Woman,Louisa May Alcott,1999,St. Martin's Paperbacks,Fiction
2647,Little Women ; Little Men ; Jo's Boys,Louisa May Alcott;Elaine Showalter,2005,Corgi Adult,Fiction
385,An Old-Fashioned Thanksgiving,Louisa May Alcott;James Bernardin,2005,Warner Books,Juvenile Fiction
6785,Your Eight Year Old,Louise Bates Ames;Carol Chase Haber,1990,Linstok Press,Family & Relationships
4730,The Cutting Room,Louise Welsh,2004,L�?¼bbe,Fiction
575,Beach Girls,Luanne Rice,2004,St. Martin's Minotaur,Fiction
741,Borges and the Eternal Orangutans,Luís Fernando Veríssimo;Margaret Jull Costa,2005,Kensington Pub Corp (Mm),Fiction
3676,Ruby Cookbook,Lucas Carlson;Leonard Richardson,2006,Avon,Computers
427,Anne of Avonlea,Lucy Maud Montgomery,1990,Forge Books,Juvenile Fiction
428,Anne of Green Gables,Lucy Maud Montgomery,2003,A. Mondadori,Fiction
5764,The Road to Yesterday,Lucy Maud Montgomery,1993,Aspect,Juvenile Fiction
3222,On Certainty,Ludwig Wittgenstein,1991,Plume Books,Philosophy
3376,Philosophical Investigations,Ludwig Wittgenstein,1991,Llewellyn Publications,Philosophy
4456,The Blue and Brown Books,Ludwig Wittgenstein,1965,Ballantine Books,Philosophy
6354,Tractatus Logico-philosophicus,Ludwig Wittgenstein,2001,Chess Enterprises,Philosophy
2336,Italians,Luigi Barzini,1996,Hyperion,History
1014,"Collected Plays: As you desire me; Think it over, Giacomino!; This time it will be different; The imbecile",Luigi Pirandello,1987,Grove Press,
3905,Six Characters in Search of an Author and Other Plays,Luigi Pirandello,1995,Jossey-Bass,Drama
1760,Full Circle,Luis Sepúlveda;Chris Andrews,1996,Grove Press,Travel
5931,The Story of a Seagull and the Cat who Taught Her to Fly,Luis Sepúlveda;Margaret Sayers Peden;Chris Sheban,2003,Pocket,Juvenile Fiction
